GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
"G2601210","2011-2015",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskegon County, Michigan",171483,"Muskegon County, Michigan",0
"G2601230","2011-2015",,,"Michigan","26","Newaygo County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newaygo County, Michigan",48029,"Newaygo County, Michigan",0
"G2601250","2011-2015",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oakland County, Michigan",1229503,"Oakland County, Michigan",0
"G2601270","2011-2015",,,"Michigan","26","Oceana County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oceana County, Michigan",26229,"Oceana County, Michigan",0
"G2601290","2011-2015",,,"Michigan","26","Ogemaw County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogemaw County, Michigan",21222,"Ogemaw County, Michigan",0
"G2601310","2011-2015",,,"Michigan","26","Ontonagon County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontonagon County, Michigan",6298,"Ontonagon County, Michigan",0
"G2601330","2011-2015",,,"Michigan","26","Osceola County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Michigan",23234,"Osceola County, Michigan",0
"G2601350","2011-2015",,,"Michigan","26","Oscoda County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oscoda County, Michigan",8444,"Oscoda County, Michigan",0
"G2601370","2011-2015",,,"Michigan","26","Otsego County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otsego County, Michigan",24141,"Otsego County, Michigan",0
"G2601390","2011-2015",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa County, Michigan",273136,"Ottawa County, Michigan",0
"G2601410","2011-2015",,,"Michigan","26","Presque Isle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Presque Isle County, Michigan",13037,"Presque Isle County, Michigan",0
"G2601430","2011-2015",,,"Michigan","26","Roscommon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roscommon County, Michigan",24068,"Roscommon County, Michigan",0
"G2601450","2011-2015",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saginaw County, Michigan",196479,"Saginaw County, Michigan",0
"G2601470","2011-2015",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Michigan",160429,"St. Clair County, Michigan",0
"G2601490","2011-2015",,,"Michigan","26","St. Joseph County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Michigan",61022,"St. Joseph County, Michigan",0
"G2601510","2011-2015",,,"Michigan","26","Sanilac County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanilac County, Michigan",42014,"Sanilac County, Michigan",0
"G2601530","2011-2015",,,"Michigan","26","Schoolcraft County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schoolcraft County, Michigan",8288,"Schoolcraft County, Michigan",0
"G2601550","2011-2015",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shiawassee County, Michigan",69113,"Shiawassee County, Michigan",0
"G2601570","2011-2015",,,"Michigan","26","Tuscola County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuscola County, Michigan",54420,"Tuscola County, Michigan",0
"G2601590","2011-2015",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Michigan",75351,"Van Buren County, Michigan",0
"G2601610","2011-2015",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washtenaw County, Michigan",354092,"Washtenaw County, Michigan",0
"G2601630","2011-2015",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Michigan",1778969,"Wayne County, Michigan",0
"G2601650","2011-2015",,,"Michigan","26","Wexford County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wexford County, Michigan",32751,"Wexford County, Michigan",0
"G2700010","2011-2015",,,"Minnesota","27","Aitkin County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aitkin County, Minnesota",15839,"Aitkin County, Minnesota",0
"G2700030","2011-2015",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anoka County, Minnesota",338764,"Anoka County, Minnesota",0
"G2700050","2011-2015",,,"Minnesota","27","Becker County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Becker County, Minnesota",33138,"Becker County, Minnesota",0
"G2700070","2011-2015",,,"Minnesota","27","Beltrami County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beltrami County, Minnesota",45434,"Beltrami County, Minnesota",0
"G2700090","2011-2015",,,"Minnesota","27","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Minnesota",39221,"Benton County, Minnesota",0
"G2700110","2011-2015",,,"Minnesota","27","Big Stone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Big Stone County, Minnesota",5134,"Big Stone County, Minnesota",0
"G2700130","2011-2015",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blue Earth County, Minnesota",65125,"Blue Earth County, Minnesota",0
"G2700150","2011-2015",,,"Minnesota","27","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Minnesota",25391,"Brown County, Minnesota",0
"G2700170","2011-2015",,,"Minnesota","27","Carlton County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlton County, Minnesota",35443,"Carlton County, Minnesota",0
"G2700190","2011-2015",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carver County, Minnesota",95715,"Carver County, Minnesota",0
"G2700210","2011-2015",,,"Minnesota","27","Cass County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Minnesota",28519,"Cass County, Minnesota",0
"G2700230","2011-2015",,,"Minnesota","27","Chippewa County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chippewa County, Minnesota",12154,"Chippewa County, Minnesota",0
"G2700250","2011-2015",,,"Minnesota","27","Chisago County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chisago County, Minnesota",53834,"Chisago County, Minnesota",0
"G2700270","2011-2015",,,"Minnesota","27","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Minnesota",60879,"Clay County, Minnesota",0
"G2700290","2011-2015",,,"Minnesota","27","Clearwater County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Minnesota",8752,"Clearwater County, Minnesota",0
"G2700310","2011-2015",,,"Minnesota","27","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Minnesota",5194,"Cook County, Minnesota",0
"G2700330","2011-2015",,,"Minnesota","27","Cottonwood County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cottonwood County, Minnesota",11632,"Cottonwood County, Minnesota",0
"G2700350","2011-2015",,,"Minnesota","27","Crow Wing County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crow Wing County, Minnesota",63048,"Crow Wing County, Minnesota",0
"G2700370","2011-2015",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Minnesota",408456,"Dakota County, Minnesota",0
"G2700390","2011-2015",,,"Minnesota","27","Dodge County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Minnesota",20290,"Dodge County, Minnesota",0
"G2700410","2011-2015",,,"Minnesota","27","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Minnesota",36620,"Douglas County, Minnesota",0
"G2700430","2011-2015",,,"Minnesota","27","Faribault County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faribault County, Minnesota",14230,"Faribault County, Minnesota",0
"G2700450","2011-2015",,,"Minnesota","27","Fillmore County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Minnesota",20843,"Fillmore County, Minnesota",0
"G2700470","2011-2015",,,"Minnesota","27","Freeborn County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freeborn County, Minnesota",30897,"Freeborn County, Minnesota",0
"G2700490","2011-2015",,,"Minnesota","27","Goodhue County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goodhue County, Minnesota",46377,"Goodhue County, Minnesota",0
"G2700510","2011-2015",,,"Minnesota","27","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Minnesota",5961,"Grant County, Minnesota",0
"G2700530","2011-2015",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hennepin County, Minnesota",1197776,"Hennepin County, Minnesota",0
"G2700550","2011-2015",,,"Minnesota","27","Houston County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Minnesota",18812,"Houston County, Minnesota",0
"G2700570","2011-2015",,,"Minnesota","27","Hubbard County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hubbard County, Minnesota",20574,"Hubbard County, Minnesota",0
"G2700590","2011-2015",,,"Minnesota","27","Isanti County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Isanti County, Minnesota",38296,"Isanti County, Minnesota",0
"G2700610","2011-2015",,,"Minnesota","27","Itasca County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Itasca County, Minnesota",45354,"Itasca County, Minnesota",0
"G2700630","2011-2015",,,"Minnesota","27","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Minnesota",10211,"Jackson County, Minnesota",0
"G2700650","2011-2015",,,"Minnesota","27","Kanabec County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanabec County, Minnesota",16003,"Kanabec County, Minnesota",0
"G2700670","2011-2015",,,"Minnesota","27","Kandiyohi County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandiyohi County, Minnesota",42444,"Kandiyohi County, Minnesota",0
"G2700690","2011-2015",,,"Minnesota","27","Kittson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kittson County, Minnesota",4480,"Kittson County, Minnesota",0
"G2700710","2011-2015",,,"Minnesota","27","Koochiching County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koochiching County, Minnesota",13054,"Koochiching County, Minnesota",0
"G2700730","2011-2015",,,"Minnesota","27","Lac qui Parle County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lac qui Parle County, Minnesota",7023,"Lac qui Parle County, Minnesota",0
"G2700750","2011-2015",,,"Minnesota","27","Lake County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Minnesota",10750,"Lake County, Minnesota",0
"G2700770","2011-2015",,,"Minnesota","27","Lake of the Woods County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake of the Woods County, Minnesota",3949,"Lake of the Woods County, Minnesota",0
"G2700790","2011-2015",,,"Minnesota","27","Le Sueur County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Sueur County, Minnesota",27707,"Le Sueur County, Minnesota",0
"G2700810","2011-2015",,,"Minnesota","27","Lincoln County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Minnesota",5808,"Lincoln County, Minnesota",0
"G2700830","2011-2015",,,"Minnesota","27","Lyon County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Minnesota",25699,"Lyon County, Minnesota",0
"G2700850","2011-2015",,,"Minnesota","27","McLeod County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLeod County, Minnesota",36046,"McLeod County, Minnesota",0
"G2700870","2011-2015",,,"Minnesota","27","Mahnomen County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahnomen County, Minnesota",5496,"Mahnomen County, Minnesota",0
"G2700890","2011-2015",,,"Minnesota","27","Marshall County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Minnesota",9453,"Marshall County, Minnesota",0
"G2700910","2011-2015",,,"Minnesota","27","Martin County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Minnesota",20350,"Martin County, Minnesota",0
"G2700930","2011-2015",,,"Minnesota","27","Meeker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meeker County, Minnesota",23129,"Meeker County, Minnesota",0
"G2700950","2011-2015",,,"Minnesota","27","Mille Lacs County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mille Lacs County, Minnesota",25809,"Mille Lacs County, Minnesota",0
"G2700970","2011-2015",,,"Minnesota","27","Morrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrison County, Minnesota",32962,"Morrison County, Minnesota",0
"G2700990","2011-2015",,,"Minnesota","27","Mower County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mower County, Minnesota",39227,"Mower County, Minnesota",0
"G2701010","2011-2015",,,"Minnesota","27","Murray County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murray County, Minnesota",8529,"Murray County, Minnesota",0
"G2701030","2011-2015",,,"Minnesota","27","Nicollet County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicollet County, Minnesota",33086,"Nicollet County, Minnesota",0
"G2701050","2011-2015",,,"Minnesota","27","Nobles County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nobles County, Minnesota",21687,"Nobles County, Minnesota",0
"G2701070","2011-2015",,,"Minnesota","27","Norman County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norman County, Minnesota",6692,"Norman County, Minnesota",0
"G2701090","2011-2015",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olmsted County, Minnesota",148736,"Olmsted County, Minnesota",0
"G2701110","2011-2015",,,"Minnesota","27","Otter Tail County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otter Tail County, Minnesota",57511,"Otter Tail County, Minnesota",0
"G2701130","2011-2015",,,"Minnesota","27","Pennington County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennington County, Minnesota",14110,"Pennington County, Minnesota",0
"G2701150","2011-2015",,,"Minnesota","27","Pine County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pine County, Minnesota",29218,"Pine County, Minnesota",0
"G2701170","2011-2015",,,"Minnesota","27","Pipestone County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipestone County, Minnesota",9354,"Pipestone County, Minnesota",0
"G2701190","2011-2015",,,"Minnesota","27","Polk County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Minnesota",31547,"Polk County, Minnesota",0
"G2701210","2011-2015",,,"Minnesota","27","Pope County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Minnesota",10948,"Pope County, Minnesota",0
"G2701230","2011-2015",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramsey County, Minnesota",527411,"Ramsey County, Minnesota",0
"G2701250","2011-2015",,,"Minnesota","27","Red Lake County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Lake County, Minnesota",4061,"Red Lake County, Minnesota",0
"G2701270","2011-2015",,,"Minnesota","27","Redwood County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood County, Minnesota",15723,"Redwood County, Minnesota",0
"G2701290","2011-2015",,,"Minnesota","27","Renville County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renville County, Minnesota",15171,"Renville County, Minnesota",0
"G2701310","2011-2015",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rice County, Minnesota",64886,"Rice County, Minnesota",0
"G2701330","2011-2015",,,"Minnesota","27","Rock County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Minnesota",9563,"Rock County, Minnesota",0
"G2701350","2011-2015",,,"Minnesota","27","Roseau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseau County, Minnesota",15615,"Roseau County, Minnesota",0
"G2701370","2011-2015",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis County, Minnesota",200506,"St. Louis County, Minnesota",0
"G2701390","2011-2015",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Minnesota",137322,"Scott County, Minnesota",0
"G2701410","2011-2015",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherburne County, Minnesota",90401,"Sherburne County, Minnesota",0
"G2701430","2011-2015",,,"Minnesota","27","Sibley County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sibley County, Minnesota",15021,"Sibley County, Minnesota",0
"G2701450","2011-2015",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stearns County, Minnesota",152595,"Stearns County, Minnesota",0
"G2701470","2011-2015",,,"Minnesota","27","Steele County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steele County, Minnesota",36523,"Steele County, Minnesota",0
"G2701490","2011-2015",,,"Minnesota","27","Stevens County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Minnesota",9771,"Stevens County, Minnesota",0
"G2701510","2011-2015",,,"Minnesota","27","Swift County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swift County, Minnesota",9525,"Swift County, Minnesota",0
"G2701530","2011-2015",,,"Minnesota","27","Todd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Minnesota",24466,"Todd County, Minnesota",0
"G2701550","2011-2015",,,"Minnesota","27","Traverse County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traverse County, Minnesota",3429,"Traverse County, Minnesota",0
"G2701570","2011-2015",,,"Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabasha County, Minnesota",21381,"Wabasha County, Minnesota",0
"G2701590","2011-2015",,,"Minnesota","27","Wadena County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wadena County, Minnesota",13759,"Wadena County, Minnesota",0
"G2701610","2011-2015",,,"Minnesota","27","Waseca County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waseca County, Minnesota",19076,"Waseca County, Minnesota",0
"G2701630","2011-2015",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Minnesota",246670,"Washington County, Minnesota",0
"G2701650","2011-2015",,,"Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watonwan County, Minnesota",11054,"Watonwan County, Minnesota",0
"G2701670","2011-2015",,,"Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkin County, Minnesota",6526,"Wilkin County, Minnesota",0
"G2701690","2011-2015",,,"Minnesota","27","Winona County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winona County, Minnesota",51213,"Winona County, Minnesota",0
"G2701710","2011-2015",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Minnesota",128691,"Wright County, Minnesota",0
"G2701730","2011-2015",,,"Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellow Medicine County, Minnesota",10092,"Yellow Medicine County, Minnesota",0
"G2800010","2011-2015",,,"Mississippi","28","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Mississippi",31979,"Adams County, Mississippi",0
"G2800030","2011-2015",,,"Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alcorn County, Mississippi",37319,"Alcorn County, Mississippi",0
"G2800050","2011-2015",,,"Mississippi","28","Amite County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amite County, Mississippi",12840,"Amite County, Mississippi",0
"G2800070","2011-2015",,,"Mississippi","28","Attala County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attala County, Mississippi",19175,"Attala County, Mississippi",0
"G2800090","2011-2015",,,"Mississippi","28","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Mississippi",8470,"Benton County, Mississippi",0
"G2800110","2011-2015",,,"Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolivar County, Mississippi",33803,"Bolivar County, Mississippi",0
"G2800130","2011-2015",,,"Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Mississippi",14789,"Calhoun County, Mississippi",0
"G2800150","2011-2015",,,"Mississippi","28","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Mississippi",10338,"Carroll County, Mississippi",0
"G2800170","2011-2015",,,"Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Mississippi",17391,"Chickasaw County, Mississippi",0
"G2800190","2011-2015",,,"Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Mississippi",8354,"Choctaw County, Mississippi",0
"G2800210","2011-2015",,,"Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne County, Mississippi",9330,"Claiborne County, Mississippi",0
"G2800230","2011-2015",,,"Mississippi","28","Clarke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Mississippi",16362,"Clarke County, Mississippi",0
"G2800250","2011-2015",,,"Mississippi","28","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Mississippi",20279,"Clay County, Mississippi",0
"G2800270","2011-2015",,,"Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coahoma County, Mississippi",25254,"Coahoma County, Mississippi",0
"G2800290","2011-2015",,,"Mississippi","28","Copiah County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Copiah County, Mississippi",28921,"Copiah County, Mississippi",0
"G2800310","2011-2015",,,"Mississippi","28","Covington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington County, Mississippi",19471,"Covington County, Mississippi",0
"G2800330","2011-2015",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeSoto County, Mississippi",168586,"DeSoto County, Mississippi",0
"G2800350","2011-2015",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forrest County, Mississippi",76267,"Forrest County, Mississippi",0
"G2800370","2011-2015",,,"Mississippi","28","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Mississippi",7857,"Franklin County, Mississippi",0
"G2800390","2011-2015",,,"Mississippi","28","George County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"George County, Mississippi",23104,"George County, Mississippi",0
"G2800410","2011-2015",,,"Mississippi","28","Greene County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Mississippi",14129,"Greene County, Mississippi",0
"G2800430","2011-2015",,,"Mississippi","28","Grenada County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grenada County, Mississippi",21591,"Grenada County, Mississippi",0
"G2800450","2011-2015",,,"Mississippi","28","Hancock County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Mississippi",45627,"Hancock County, Mississippi",0
"G2800470","2011-2015",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Mississippi",196268,"Harrison County, Mississippi",0
"G2800490","2011-2015",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinds County, Mississippi",245874,"Hinds County, Mississippi",0
"G2800510","2011-2015",,,"Mississippi","28","Holmes County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Mississippi",18772,"Holmes County, Mississippi",0
"G2800530","2011-2015",,,"Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humphreys County, Mississippi",8984,"Humphreys County, Mississippi",0
"G2800550","2011-2015",,,"Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Issaquena County, Mississippi",1291,"Issaquena County, Mississippi",198
"G2800570","2011-2015",,,"Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Itawamba County, Mississippi",23451,"Itawamba County, Mississippi",0
"G2800590","2011-2015",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Mississippi",140676,"Jackson County, Mississippi",0
"G2800610","2011-2015",,,"Mississippi","28","Jasper County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Mississippi",16588,"Jasper County, Mississippi",0
"G2800630","2011-2015",,,"Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Mississippi",7586,"Jefferson County, Mississippi",0
"G2800650","2011-2015",,,"Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis County, Mississippi",11941,"Jefferson Davis County, Mississippi",0
"G2800670","2011-2015",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Mississippi",68276,"Jones County, Mississippi",0
"G2800690","2011-2015",,,"Mississippi","28","Kemper County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kemper County, Mississippi",10211,"Kemper County, Mississippi",0
"G2800710","2011-2015",,,"Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Mississippi",51169,"Lafayette County, Mississippi",0
"G2800730","2011-2015",,,"Mississippi","28","Lamar County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Mississippi",58885,"Lamar County, Mississippi",0
"G2800750","2011-2015",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Mississippi",79832,"Lauderdale County, Mississippi",0
"G2800770","2011-2015",,,"Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Mississippi",12586,"Lawrence County, Mississippi",0
"G2800790","2011-2015",,,"Mississippi","28","Leake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leake County, Mississippi",23153,"Leake County, Mississippi",0
"G2800810","2011-2015",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Mississippi",85036,"Lee County, Mississippi",0
